,comment_id,video_id,comment_text,comment_published_time,comment_obtained_time,comment_like_count,comment_reply_count,spam_without_context,spam_with_context,non_english
20,UgytLdLXpkS24Ky-NZJ4AaABAg,uelHwf8o7_U,Who else is listening in 2024,2024-02-06T11:11:41Z,2024-02-21T05:46:33Z,2,2,0,0,0
21,UgwwdbAQiUAxWmMrHNt4AaABAg,uelHwf8o7_U,Remember this jarviss,2024-01-30T04:38:06Z,2024-02-21T05:46:34Z,1,0,0,0,0
22,UgwCEQSzkR0jE_gP_kd4AaABAg,uelHwf8o7_U,2024 season attendance ✅,2024-02-12T08:20:43Z,2024-02-21T05:46:33Z,0,0,0,0,0
23,Ugy5FyXG4HDojMQMD_14AaABAg,uelHwf8o7_U,Who watch in 2024🎉,2024-02-07T12:43:57Z,2024-02-21T05:46:33Z,0,0,0,0,0
24,Ugy2rDBnV-MT0ZJMm714AaABAg,uelHwf8o7_U,Anyone else just clued on that that's pippin from Lord of the rings lol,2024-02-10T03:19:15Z,2024-02-21T05:46:33Z,0,0,0,0,0
25,UgwHeopFloeMckRj14p4AaABAg,uelHwf8o7_U,La estoy viviendo 🙂,2024-02-15T00:48:22Z,2024-02-21T05:46:33Z,1,0,,,1
26,Ugz3oUReonsRFfm8tQB4AaABAg,uelHwf8o7_U,Alguém em 2024,2024-02-15T04:32:20Z,2024-02-21T05:46:33Z,2,0,,,1
27,UgyAdMgPTACcbCADRJV4AaABAg,uelHwf8o7_U,Anyone 14 February 2024 hit the like buttton❤️,2024-02-14T09:42:20Z,2024-02-21T05:46:33Z,2,0,0,0,0
28,Ugxpb3x9kDi4ywvAU0J4AaABAg,uelHwf8o7_U,Who still hearing on 2024 ❤,2024-02-19T17:08:39Z,2024-02-21T05:46:33Z,0,0,0,0,0
29,Ugy7cIualP8v6a3mA1B4AaABAg,uelHwf8o7_U,"""I love the way you lie"" 💔",2024-01-30T20:23:50Z,2024-02-21T05:46:34Z,0,0,0,0,0
30,UgxTIrDjHC_6-8PwOMN4AaABAg,uelHwf8o7_U,I love this song,2024-02-03T01:00:26Z,2024-02-21T05:46:34Z,0,0,0,0,0
31,Ugy42WsCaIjYIKFof_V4AaABAg,uelHwf8o7_U,"one day i was sad because noone was there to understand my fear and power, but  believe me i was so strong like eminem used to be, god be with you bro",2024-02-10T21:27:08Z,2024-02-21T05:46:33Z,1,0,0,0,0
32,UgxQdlOuWNfPT_F2AmJ4AaABAg,uelHwf8o7_U,14 February 24 valentine day im here,2024-02-14T08:13:40Z,2024-02-21T05:46:33Z,0,0,0,0,0
33,UgwvEYtSjBbO6tKWNSZ4AaABAg,uelHwf8o7_U,Meilleurs que maître Gims,2024-02-16T22:12:30Z,2024-02-21T05:46:33Z,0,0,,,1
34,UgyVLF2wUfTNhTS0v_54AaABAg,uelHwf8o7_U,"No matter how many years pass, this song will stay in our hearts forever!💖",2024-02-04T08:41:46Z,2024-02-21T05:46:34Z,1,0,0,0,0
35,Ugzt7K6gB5toNrsri2R4AaABAg,uelHwf8o7_U,Nostalgie (2024) ❤️,2024-02-15T03:40:07Z,2024-02-21T05:46:33Z,1,0,0,0,0
36,UgxCZbMp8cKppCJpWSZ4AaABAg,uelHwf8o7_U,I'm shocked again,2024-02-02T04:38:47Z,2024-02-21T05:46:34Z,0,0,0,0,0
37,UgyMITe6OLPiDeXE6o54AaABAg,uelHwf8o7_U,2024 melhor rap do mundo ❤,2024-01-30T05:41:38Z,2024-02-21T05:46:34Z,2,1,,,1
38,UgzC7BqlaIdIdlL6_bJ4AaABAg,uelHwf8o7_U,Doların 2 tl olduğu zamanlar..,2024-02-13T08:09:27Z,2024-02-21T05:46:33Z,1,0,,,1
39,UgznXrm7ez2khFiDFwJ4AaABAg,uelHwf8o7_U,A megan fox ali do nada,2024-02-02T04:51:31Z,2024-02-21T05:46:34Z,0,0,,,1
40,Ugwp-FEtdxX9ML96V2B4AaABAg,uelHwf8o7_U,Me,2024-02-08T21:14:32Z,2024-02-21T05:46:33Z,0,0,1,1,0
41,Ugyz3rHGW2QW5lyuw094AaABAg,uelHwf8o7_U,"Even though I don’t see him the same way anymore because I know what really happens. I still relate to many of his and others songs. The world is waking up to “it all” and “THEY” have all lied to us. Once you realize and wake up to the LIE or spell they have casted over us all and see past it, only then can you wake up and see what he is been rapping about. Deep I know right?",2024-02-16T22:57:15Z,2024-02-21T05:46:33Z,0,0,0,0,0
42,UgwZ9aT6x_XRF6XhcDF4AaABAg,uelHwf8o7_U,Cris Brown,2024-01-28T23:38:55Z,2024-02-21T05:46:34Z,0,0,0,0,0
43,UgxUE86uZOgS2yafiox4AaABAg,uelHwf8o7_U,So navy seals you see the sub did you,2024-02-08T00:36:03Z,2024-02-21T05:46:33Z,0,0,0,1,0
44,UgzOwJnZuvmFj9SRw_54AaABAg,uelHwf8o7_U,Все хороши...и Эминэм  и Риана  и Кира,2024-02-03T08:58:03Z,2024-02-21T05:46:34Z,0,0,,,1
45,UgxJI-Cl_KKSFSG1_eB4AaABAg,uelHwf8o7_U,This song hits so different watching Megan fox in the music video in 2024 after her snd mgk broke up I have a feeling they had a relationship similar to how the music video portrays (I don’t know that for sure that is just something I assume but I could be totally wrong abt that),2024-02-13T03:38:10Z,2024-02-21T05:46:33Z,0,0,0,0,0
46,Ugziimpvlj5vHqYHWUZ4AaABAg,uelHwf8o7_U,2024❤,2024-02-20T19:24:38Z,2024-02-21T05:46:33Z,0,0,0,0,0
47,Ugzi-u2Yuk1n6vZkcE54AaABAg,uelHwf8o7_U,"13 years have passed and this song is still my favorite, just like perhaps these two billion",2024-02-04T18:01:23Z,2024-02-21T05:46:33Z,1,0,0,0,0
48,UgwtlWdvWKwi2fiZtTV4AaABAg,uelHwf8o7_U,I didn't know that Megan Fox was in this video ❤,2024-02-01T06:46:03Z,2024-02-21T05:46:34Z,1,0,0,0,0
49,UgzRy5IvRnUO06fYXwh4AaABAg,uelHwf8o7_U,Two legends from my childhood in one song! Unbelivable!,2024-02-19T19:58:52Z,2024-02-21T05:46:33Z,2,1,0,0,0
50,UgwU-0j-aTBYfRPVzWJ4AaABAg,uelHwf8o7_U,"No Words, it is too perfect.! Guess Love is gr8, the wrong Love, not so much! Not so much!",2024-02-11T09:18:26Z,2024-02-21T05:46:33Z,0,0,0,0,0
51,UgwfMeRQEwXwEkOzUpd4AaABAg,uelHwf8o7_U,The fu** it’s like 13 years and I realize that this is fu***g MEGAN FOX???!?!?,2024-02-18T23:27:31Z,2024-02-21T05:46:33Z,0,0,0,0,0
52,UgxCSRW2gX8FPaVwKCV4AaABAg,uelHwf8o7_U,Who listening 2031,2024-02-18T09:07:17Z,2024-02-21T05:46:33Z,0,0,0,0,0
53,UgyfFKMXdfw_Ch0kuNV4AaABAg,uelHwf8o7_U,Anyone 2024??,2024-02-16T08:54:53Z,2024-02-21T05:46:33Z,1,0,0,0,0
54,Ugz-cu79_ePBPPw09El4AaABAg,uelHwf8o7_U,February 2024 and I’m here,2024-02-15T15:32:19Z,2024-02-21T05:46:33Z,0,0,0,0,0
55,UgwZQ7tB3lOKgd9dHJ54AaABAg,uelHwf8o7_U,"Вау! Никогда бы не подумал, что этой песне 14 лет! Она звучит так, будто была написана не позднее двадцатого года!",2024-02-11T18:14:08Z,2024-02-21T05:46:33Z,1,0,,,1
56,Ugy9RrkXvF5n7athS1J4AaABAg,uelHwf8o7_U,Muito boa,2024-02-18T21:01:27Z,2024-02-21T05:46:33Z,0,0,,,1
57,Ugz5pZVmeWD5S7z5oPd4AaABAg,uelHwf8o7_U,😍,2024-01-30T03:22:41Z,2024-02-21T05:46:34Z,0,0,0,0,0
58,UgznTXh5YznYYeD-f0p4AaABAg,uelHwf8o7_U,เข่ง,2024-01-28T08:16:29Z,2024-02-21T05:46:34Z,0,0,,,1
59,UgyAE_ixj0IJwBmxS7x4AaABAg,uelHwf8o7_U,Mr pillow I ski jarviss,2024-01-30T04:39:54Z,2024-02-21T05:46:34Z,1,0,1,1,0
60,UgzxaiOBHPpImo_18It4AaABAg,uelHwf8o7_U,13 years later. song gives me chillsss frrrr.. but now atleast 2.7b views?,2024-02-09T20:36:06Z,2024-02-21T05:46:33Z,0,0,0,0,0
61,UgzbvhdKbiKQ5OhlFXJ4AaABAg,uelHwf8o7_U,2024 estamos aqui ❤❤❤,2024-02-15T19:58:27Z,2024-02-21T05:46:33Z,0,0,,,1
62,Ugz5-IATw80Yrcko43R4AaABAg,uelHwf8o7_U,"Oh that’s Megan Fox before she started drinking the blood of her partner.

Still looked better than the vampire she has become.",2024-02-17T12:15:59Z,2024-02-21T05:46:33Z,1,1,0,0,0
63,UgwdSGWhNnNEAKpkCvJ4AaABAg,uelHwf8o7_U,"Just tell your self :its okay , we are all just humans trying to live ower best life. I dont have to ever feel guilty about it. But i also no longer have to try to talk more about it , ore use this person as a brick in my life as she do not regonize my existence and can therefore no longer hear what i am thinking saying.",2024-02-13T16:22:30Z,2024-02-21T05:46:33Z,0,0,0,1,0
64,UgyyKhxIMXjnrTIYm9N4AaABAg,uelHwf8o7_U,Old is GOLD ❤️,2024-02-06T06:36:27Z,2024-02-21T05:46:33Z,4,0,0,0,0
65,UgzFlWohh7BCKY-tMKx4AaABAg,uelHwf8o7_U,"Эминем спасибо за детство! 
Когда я слушала эти песни, я даже не догадывалась кто их поет , я и правда думала что кто то темнокожий и только спустя 10 лет узнала кто это пел!",2024-01-29T16:02:08Z,2024-02-21T05:46:34Z,20,1,,,1
66,UgysSJ9eRLdosxrxgU54AaABAg,uelHwf8o7_U,still a mf banger in 2024,2024-02-15T04:45:34Z,2024-02-21T05:46:33Z,0,0,0,0,0
67,Ugwh36ZvpSCSj-4fHLN4AaABAg,uelHwf8o7_U,Any one 2024😂,2024-02-06T18:30:04Z,2024-02-21T05:46:33Z,2862,224,0,0,0
68,UgzJrIiZAAg-K2GfMwZ4AaABAg,uelHwf8o7_U,If only I knew my life would sort of turn into this today.,2024-01-31T16:49:34Z,2024-02-21T05:46:34Z,2,0,0,0,0
69,UgxOP_JtOsoQkv7HQhB4AaABAg,uelHwf8o7_U,Google poubelle,2024-02-12T18:07:36Z,2024-02-21T05:46:33Z,0,0,0,1,0
70,UgwGMejIJ38ctixhftJ4AaABAg,uelHwf8o7_U,Even in 2024 this song is still so good!,2024-02-05T20:22:12Z,2024-02-21T05:46:33Z,2,0,0,0,0
71,Ugx60gJ5TTcjPo2oCJ94AaABAg,uelHwf8o7_U,2024 and still………,2024-02-10T19:21:14Z,2024-02-21T05:46:33Z,0,0,0,0,0
72,UgxQsG2oeGm7VuINQsR4AaABAg,uelHwf8o7_U,We’re getting old guys!,2024-01-31T14:36:34Z,2024-02-21T05:46:34Z,0,0,0,0,0
73,Ugzdg-RchhBiQymP3VB4AaABAg,uelHwf8o7_U,"Hi everyone! It features a young man who saw and did well as soon as he grew up with his breeches out. What God gives, it also takes away from its own king, the restoration of resentment towards all men, Amen.",2024-02-09T22:10:18Z,2024-02-21T05:46:33Z,0,0,0,1,0
74,UgxW4DvfzS3xLLZ51qB4AaABAg,uelHwf8o7_U,Mi canción favorita,2024-02-08T15:11:24Z,2024-02-21T05:46:33Z,0,0,,,1
75,UgzN3LrfyyEFM1xHHlJ4AaABAg,uelHwf8o7_U,The best collaboration ever...,2024-02-06T12:49:02Z,2024-02-21T05:46:33Z,1,0,0,0,0
76,Ugw8CUrHr7q5DpK8j6x4AaABAg,uelHwf8o7_U,No more. I don't like the way he lied.,2024-01-30T10:22:53Z,2024-02-21T05:46:34Z,2,1,0,0,0
77,UgyoFHt4SretiD9vZ2p4AaABAg,uelHwf8o7_U,waaah,2024-02-17T02:48:06Z,2024-02-21T05:46:33Z,0,0,1,1,0
78,Ugz_2ANa0IiCrbJTWE54AaABAg,uelHwf8o7_U,what if i say it’s a masterpiece?,2024-02-02T05:26:44Z,2024-02-21T05:46:34Z,0,0,0,0,0
79,Ugy3w4rpuG1bTVQAcEV4AaABAg,uelHwf8o7_U,Love The Way You Lie🖋🖤🔥🌌🎶🔥🎩🔥👏👏,2024-02-01T14:49:06Z,2024-02-21T05:46:34Z,0,0,0,0,0
80,UgzIKMNkaLPc-iHdnTh4AaABAg,uelHwf8o7_U,Saya dari indo,2024-01-31T23:11:00Z,2024-02-21T05:46:34Z,0,0,,,1
81,UgwulX7w5QBUqKUXxh54AaABAg,uelHwf8o7_U,You still in 2024,2024-02-06T02:05:41Z,2024-02-21T05:46:33Z,1,0,0,0,0
82,UgxqOScuRZSRPWs0pcN4AaABAg,uelHwf8o7_U,"[Chorus: Rihanna]

Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie

[Verse 1: Eminem]
I can't tell you what it really is, I can only tell you what it feels like
And right now, there's a steel knife in my windpipe
I can't breathe, but I still fight while I can fight
As long as the wrong feels right, it's like I'm in flight
High off her love, drunk from her hate
It's like I'm huffin' paint and I love her, the more I suffer, I suffocate
And right before I'm about to drown, she resuscitates me
She fuckin' hates me, and I love it — ""Wait!
Where you going?"" — ""I'm leaving you!"" — ""No, you ain't!
Come back!"" — We're runnin' right back, here we go again
It's so insane, 'cause when it's goin' good, it's goin' great
I'm Superman with the wind at his back, she's Lois Lane
But when it's bad, it's awful, I feel so ashamed
I snapped, ""Who's that dude?"", I don't even know his name
I laid hands on her, I'll never stoop so low again
I guess I don't know my own strength

[Chorus: Rihanna]
Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie
I love the way you lie
You might also like
Big Foot
Nicki Minaj
​yes, and?
Ariana Grande
Lose Yourself
Eminem
[Verse 2: Eminem]
You ever love somebody so much you can barely breathe when you're with 'em?
You meet, and neither one of you even know what hit 'em
Got that warm fuzzy feelin', yeah, them chills, used to get 'em
Now you're gettin' fuckin' sick of lookin' at 'em?
You swore you'd never hit 'em, never do nothin' to hurt 'em
Now you're in each other's face
Spewin' venom in your words when you spit 'em
You push, pull each other's hair, scratch, claw, bit 'em
Throw 'em down, pin 'em
So lost in the moments when you're in 'em
It's the rage that took over, it controls you both
So they say you're best to go your separate ways
Guess that they don't know ya
'Cause today, that was yesterday, yesterday is over
It's a different day, sound like broken records playin' over
But you promised her, next time you'll show restraint
You don't get another chance, life is no Nintendo game
But you lied again
Now you get to watch her leave out the window
Guess that's why they call it window pane

[Chorus: Rihanna]
Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie
I love the way you lie
[Verse 3: Eminem]
Now, I know we said things, did things that we didn't mean
Then we fall back into the same patterns, same routine
But your temper's just as bad as mine is, you're the same as me
When it comes to love, you're just as blinded, baby, please
Come back, it wasn't you, baby, it was me
Maybe our relationship isn't as crazy as it seems
Maybe that's what happens when a tornado meets a volcano
All I know is I love you too much to walk away though
Come inside, pick up your bags off the sidewalk
Don't you hear sincerity in my voice when I talk?
Told you this is my fault, look me in the eyeball
Next time I'm pissed, I'll aim my fist at the drywall
Next time? There won't be no next time!
I apologize, even though I know it's lies
I'm tired of the games, I just want her back, I know I'm a liar
If she ever tries to fuckin' leave again, I'ma tie her
To the bed and set this house on fire, just gonna—

[Chorus: Rihanna & Eminem]
Just gonna stand there and watch me burn?
Well, that's all right because I like the way it hurts
Just gonna stand there and hear me cry?
Well, that's all right because I love the way you lie
I love the way you lie
I love the way you lie",2024-02-13T19:24:14Z,2024-02-21T05:46:33Z,0,1,0,0,0
83,Ugw3bSmnjhvvl63Ggkh4AaABAg,uelHwf8o7_U,Im here,2024-02-02T08:19:23Z,2024-02-21T05:46:34Z,1,0,0,0,0
84,UgymcNKE6IzUoTFGXn54AaABAg,uelHwf8o7_U,Go Rihanna your doing well for yourself,2024-02-03T19:13:43Z,2024-02-21T05:46:34Z,0,0,0,0,0
85,UgzBNyOewZ7Mfl5UsT94AaABAg,uelHwf8o7_U,Love you rihanna,2024-01-30T12:25:12Z,2024-02-21T05:46:34Z,3,1,0,0,0
86,UgzIOLN-nsKyG-uS94t4AaABAg,uelHwf8o7_U,The way they kiss🤤,2024-02-03T04:30:00Z,2024-02-21T05:46:34Z,2,0,0,0,0
87,UgwPS0pNwGSUcksCr_d4AaABAg,uelHwf8o7_U,How is here ? 2025 ❤❤❤❤,2024-02-19T15:15:23Z,2024-02-21T05:46:33Z,2,0,0,0,0
88,UgxXDejGeKTwcjvYG_F4AaABAg,uelHwf8o7_U,Se parece a mega fox,2024-02-09T00:59:56Z,2024-02-21T05:46:33Z,0,0,,,1
89,UgyW4rj98SLP6_w1Xj94AaABAg,uelHwf8o7_U,גיידקיד,2024-02-03T12:05:55Z,2024-02-21T05:46:34Z,1,0,,,1
90,Ugx3M2hH2J95GLreMyB4AaABAg,uelHwf8o7_U,Reportese los latinos que escuchamos estas jollitas 😢❤,2024-02-16T13:45:15Z,2024-02-21T05:46:33Z,0,0,,,1
91,UgzZ0IVgyPrdCCLg6294AaABAg,uelHwf8o7_U,ๅ,2024-02-09T21:31:26Z,2024-02-21T05:46:33Z,0,0,,,1
92,UgwkBjYjGCFhrMzbFY94AaABAg,uelHwf8o7_U,WHO WATCHING 2024 ?,2024-02-01T16:47:06Z,2024-02-21T05:46:34Z,0,0,0,0,0
93,UgwInI61wYqnYy46ePZ4AaABAg,uelHwf8o7_U,I’ll be Back 💔💔💔😢😢😢 I still Love ya OKM,2024-02-15T22:49:01Z,2024-02-21T05:46:33Z,1,0,0,0,0
94,UgzBwh4ahtF_SaSU_fl4AaABAg,uelHwf8o7_U,Anyone 2024 😅,2024-02-18T15:43:01Z,2024-02-21T05:46:33Z,1,0,0,0,0
95,UgzjtGJenK229JVYSfN4AaABAg,uelHwf8o7_U,Probably y mgk tried coming for em cos he banged meghan😂😂,2024-02-16T20:45:48Z,2024-02-21T05:46:33Z,0,0,0,0,0
96,UgwAT6bhoo1GNYTjHbF4AaABAg,uelHwf8o7_U,"Eminem and Dr Dre, the most successful duo in the music industry",2024-02-17T02:07:30Z,2024-02-21T05:46:33Z,0,0,0,0,0
97,UgxKksUmmUZ056kN-cZ4AaABAg,uelHwf8o7_U,🎧,2024-02-07T00:34:40Z,2024-02-21T05:46:33Z,0,0,0,0,0
98,Ugy9jP4FCR9vWvB6tu54AaABAg,uelHwf8o7_U,No really,2024-02-16T16:08:16Z,2024-02-21T05:46:33Z,1,0,1,1,0
99,UgxRisYKT0DB1y1GNW94AaABAg,uelHwf8o7_U,"Autone was too much now lip singing autotuned music, a no!",2024-02-11T06:45:38Z,2024-02-21T05:46:33Z,0,0,0,0,0
100,Ugz-2mqphPuqvkVWSYt4AaABAg,uelHwf8o7_U,"Now I know we said things,
did things that we didn't mean 
Then we fall back into the same patterns
Same routine, but your temper's 
just as bad as mine is
You're the same as me, when it comes to love,
you're just as blinded
Baby, please come back, it wasn't you
Baby, it was me, maybe our relationship 
isn't as crazy as it seems
Maybe that's what happens when a tornado meets a volcano
All I know is I love you too much
 to walk away though
Come inside, pick up your bags off the sidewalk
Don't you hear sincerity in my voice when I talk?
Told you this is my fault, look me in the eyeball
Next time I'm pissed, I'll aim my fist at the drywall
Next time? There won't be no next time
I apologize, even though I know it's lies
I'm tired of the games, I just want her back, I know I'm a liar
If she ever tries to fucking leave again
I'm a tie her to the bed and set this house on fire",2024-02-02T16:52:30Z,2024-02-21T05:46:34Z,2,1,0,0,0
101,UgwSaMblWGHWvtf9qdx4AaABAg,uelHwf8o7_U,me waiting for my comment to get old and show my kids that i wrote this,2024-02-14T15:26:13Z,2024-02-21T05:46:33Z,19,3,0,0,0
102,Ugxa3rg35R49IV8PDht4AaABAg,uelHwf8o7_U,2024 anyone,2024-02-13T19:18:08Z,2024-02-21T05:46:33Z,0,0,0,0,0
103,UgyF1MyxBDrfS-M4AbV4AaABAg,uelHwf8o7_U,Fevereiro de 2024 Manaus/Amazonas,2024-02-19T01:12:37Z,2024-02-21T05:46:33Z,0,0,,,1
104,UgzToSnyqR1XbccIWJJ4AaABAg,uelHwf8o7_U,I still like this song,2024-02-03T16:04:03Z,2024-02-21T05:46:34Z,1,1,0,0,0
105,UgwIX4PsB0PocrjyWh14AaABAg,uelHwf8o7_U,Eminem rap legend.,2024-02-12T19:33:47Z,2024-02-21T05:46:33Z,20,0,0,0,0
106,Ugz6KkroAqqX6pdBeZ54AaABAg,uelHwf8o7_U,wellcomm 2024 ❤,2024-02-13T22:21:33Z,2024-02-21T05:46:33Z,0,0,0,0,0
107,Ugwy8sWPbgHi_9InKRJ4AaABAg,uelHwf8o7_U,Anyone wishes for 2050,2024-02-20T11:58:15Z,2024-02-21T05:46:33Z,1,0,0,0,0
108,UgyjeWNIINBA8nypjOt4AaABAg,uelHwf8o7_U,Азербайджан салам всем из баку мир я люблю тебя и всем советую любить друг друга,2024-02-18T02:13:38Z,2024-02-21T05:46:33Z,1,0,,,1
109,UgwbT1Pc6SgJqZIdJm14AaABAg,uelHwf8o7_U,2024,2024-02-14T13:39:01Z,2024-02-21T05:46:33Z,1,0,0,0,0
110,UgxKF7mIjKzQQcu910t4AaABAg,uelHwf8o7_U,I was looking for the best rapper just found him,2024-02-09T20:10:22Z,2024-02-21T05:46:33Z,0,0,0,0,0
111,UgzC3In4O56mzZQyhoN4AaABAg,uelHwf8o7_U,Searched satanic globalist yuhp,2024-02-20T23:17:46Z,2024-02-21T05:46:33Z,0,0,0,1,0
112,UgzKp0f43GH3CESsiqZ4AaABAg,uelHwf8o7_U,I love this,2024-02-14T13:54:55Z,2024-02-21T05:46:33Z,1,0,0,0,0
113,Ugw4oldZgRM2NPJUoB94AaABAg,uelHwf8o7_U,💗💗💗💗,2024-02-10T14:50:09Z,2024-02-21T05:46:33Z,1,0,0,0,0
114,UgzdCQI-XsbZ7WfRbr54AaABAg,uelHwf8o7_U,Any one 3000 B.C🗿,2024-02-19T14:28:00Z,2024-02-21T05:46:33Z,0,0,0,0,0
115,UgwOo9mJikTl2-Yb7xt4AaABAg,uelHwf8o7_U,Good old times,2024-01-29T16:27:09Z,2024-02-21T05:46:34Z,0,0,0,0,0
116,UgwyZvauz5vcjWfOIfx4AaABAg,uelHwf8o7_U,Whi sees this is a rap god and nostalgic,2024-02-17T19:45:32Z,2024-02-21T05:46:33Z,2,0,0,0,0
117,Ugz_PTwqSYCTsjaPW5p4AaABAg,uelHwf8o7_U,I am watching from 2031,2024-02-03T13:31:33Z,2024-02-21T05:46:34Z,0,0,0,0,0
118,UgyC7WdW0i7MXoN10rN4AaABAg,uelHwf8o7_U,"i was looking for the parody version and forgot how good this song was. it's crazy how all those old memories come back listening to an old song, all those old feelings...",2024-02-10T03:59:31Z,2024-02-21T05:46:33Z,0,0,0,0,0
119,UgzOOG-gpE1F0U9dNid4AaABAg,uelHwf8o7_U,Im not trying to mske you jealous by kissing him back cause im not in love to make you jealous and that indicates i still have feelings and i dont,2024-01-29T00:55:18Z,2024-02-21T05:46:34Z,0,0,0,0,0
120,UgwfBuqL-epv4fD2Zdx4AaABAg,uelHwf8o7_U,$$,2024-02-20T14:04:08Z,2024-02-21T05:46:33Z,0,0,0,0,0
121,UgyllsIwqEAKLMYV8mF4AaABAg,uelHwf8o7_U,"I remember hearing this song so much over the radio when I was younger, and I'm just now finding out it's eminem, It's kind of obvious now hearing the vocals after a long while, but back then it wasn't.",2024-01-30T21:05:52Z,2024-02-21T05:46:34Z,0,0,0,0,0
122,UgwAF_SFPQRVikuQbJN4AaABAg,uelHwf8o7_U,This is both sides of my BPD talking when I’m in a relationship. Em is the fire & Rihanna is smoke after the flames.,2024-02-11T12:51:37Z,2024-02-21T05:46:33Z,1,0,0,0,0
